BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Keller Williams Points North,Pending,540000,2,2.0,823.0,118-82 Metropolitan Ave Unit 7C,"Kew Gardens, NY 11415","118-82 Metropolitan Ave Unit 7CKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,118-82,"118-82 Metropolitan Ave #7c, Jamaica, NY 11415, USA",40.7059564,-73.8319922
Brokered by Ben Bay Rlty Co. Of Ave U Llc,Condo for sale,299000,1,1.0,671.0,837 Washington Ave Apt 4A,"Bronx, NY 10451","837 Washington Ave Apt 4ABronx, NY 10451",New York,Bronx County,The Bronx,Melrose,837,"837 Washington Ave #4a, Bronx, NY 10451, USA",40.8225186,-73.9117785
Brokered by The Agency,Condo for sale,15250000,4,5.0,4264.0,551 W 21st St Apt 15A,"New York, NY 10011","551 W 21st St Apt 15ANew York, NY 10011",New York,New York County,New York,Manhattan,551,"551 W 21st St #15a, New York, NY 10011, USA",40.7474926,-74.0072666
Brokered by Winzone Realty Inc,Co-op for sale,420000,3,2.0,1200.0,99-11 60 Ave Unit 1H,"Corona, NY 11368","99-11 60 Ave Unit 1HCorona, NY 11368",New York,Queens County,Queens,Corona,99-11,"99-11 60th Ave #1h, Corona, NY 11368, USA",40.7367277,-73.8586765
Brokered by Keller Williams Realty Liberty,Condo for sale,225000,3,1.0,2184.207862,971 Jerome St Apt 3A,"Brooklyn, NY 11207","971 Jerome St Apt 3ABrooklyn, NY 11207",New York,Kings County,Brooklyn,East New York,971,"971 Jerome St #3a, Brooklyn, NY 11207, USA",40.6570179,-73.8781548
Brokered by Prime Ny Inc.,Condo for sale,975000,2,1.0,1164.0,20 West St Unit 18,"Manhattan, NY 10004","20 West St Unit 18Manhattan, NY 10004",New York,New York County,New York,Manhattan,20,"20 West St APT 18A, New York, NY 10004, USA",40.7061841,-74.0156098
Brokered by East Coast REALTORS Inc,Co-op for sale,450500,2,1.0,1200.0,162-41 Powells Cove Blvd Unit 2O,"Beechhurst, NY 11357","162-41 Powells Cove Blvd Unit 2OBeechhurst, NY 11357",New York,Queens County,Queens,Whitestone,16241,"16241 Powells Cove Blvd Apt 2m, Whitestone, NY 11357, USA",40.7941499,-73.79959
Brokered by Goldstone N Y Realty Llc,Co-op for sale,175000,3,1.0,2184.207862,99-40 63 Rd Unit 5A,"Rego Park, NY 11374","99-40 63 Rd Unit 5ARego Park, NY 11374",New York,Queens County,Queens,Rego Park,99-40,"99-40 63rd Rd #5a, Rego Park, NY 11374, USA",40.7324206,-73.8555724
Brokered by Bond New York- Columbus Circle,Co-op for sale,720000,1,1.0,2184.207862,220 Congress St Apt 4D,"Brooklyn, NY 11201","220 Congress St Apt 4DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Cobble Hill,220,"220 Congress St #4d, Brooklyn, NY 11201, USA",40.687871,-73.994454
Brokered by Corcoran East Side,Co-op for sale,2150000,2,2.0,2184.207862,1035 Fifth Ave # 4D,"New York, NY 10028","1035 Fifth Ave # 4DNew York, NY 10028",New York,New York County,New York,Manhattan,1035,"1035 5th Ave #4b, New York, NY 10028, USA",40.7805609,-73.9608663
Brokered by Corcoran Park Slope,Condo for sale,2250000,3,2.0,2184.207862,353 3rd St Apt 5B,"Brooklyn, NY 11215","353 3rd St Apt 5BBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,353,"353 3rd St. #5b, Brooklyn, NY 11215, USA",40.6731905,-73.9835999
Brokered by EXP Realty,Condo for sale,350000,3,2.0,2184.207862,527 E 156th St Unit 67C,"Bronx, NY 10455","527 E 156th St Unit 67CBronx, NY 10455",New York,Bronx County,The Bronx,Woodstock,527D,"527D E 156th St #67D, Bronx, NY 10455, USA",40.8203804,-73.9109368
Brokered by EXP Realty,Condo for sale,469000,2,1.0,780.0,104-33 39th Ave Unit 3D-A,"Corona, NY 11368","104-33 39th Ave Unit 3D-ACorona, NY 11368",New York,Queens County,Queens,Flushing,104-33,"104-33 39th Ave #3d, Flushing, NY 11368, USA",40.751236,-73.8610379
Brokered by Daniel Gale Sotheby's International Realty,Condo for sale,1355000,3,2.0,2184.207862,316 22nd St Unit 1B,"Brooklyn, NY 11215","316 22nd St Unit 1BBrooklyn, NY 11215",New York,Kings County,Brooklyn,Sunset Park,316,"316 22nd St #1b, Brooklyn, NY 11215, USA",40.6588717,-73.9912442
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2250000,2,2.0,2184.207862,825 Fifth Ave Unit 16D,"New York, NY 10065","825 Fifth Ave Unit 16DNew York, NY 10065",New York,New York County,New York,Manhattan,825,"825 5th Ave #16d, New York, NY 10065, USA",40.7670351,-73.970568
Brokered by DiTommaso Real Estate,Condo for sale,285000,1,1.0,613.0,20 Cliff St Apt 5H,"Staten Island, NY 10305","20 Cliff St Apt 5HStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #5b, Staten Island, NY 10305, USA",40.6109595,-74.060351
Brokered by H P Greenfield Real Estate Ltd,Co-op for sale,399000,3,1.0,2184.207862,512 W 156th St Apt 33,"New York, NY 10032","512 W 156th St Apt 33New York, NY 10032",New York,New York County,New York,Manhattan,512,"512 W 156th St #33, New York, NY 10032, USA",40.8323885,-73.9433069
Brokered by Johnson Michael,Condo for sale,489000,2,2.0,1100.0,1075 E 72nd St Unit 43,"Brooklyn, NY 11234","1075 E 72nd St Unit 43Brooklyn, NY 11234",New York,Kings County,Brooklyn,Bergen Beach,1075,"1075 E 72nd St #43, Brooklyn, NY 11234, USA",40.6280579,-73.9171101
Brokered by Corcoran East Side,Co-op for sale,1890000,2,2.0,2184.207862,45 E 72nd St Apt 11B,"New York, NY 10021","45 E 72nd St Apt 11BNew York, NY 10021",New York,New York County,New York,Manhattan,45,"45 E 72nd St #11b, New York, NY 10021, USA",40.7716485,-73.9646206
Brokered by Century Homes Realty Group LLC,Co-op for sale,180000,3,1.0,500.0,90-11 35th Ave Unit 1L,"Jackson Heights, NY 11372","90-11 35th Ave Unit 1LJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,9011,"9011 35th Ave Apt 1f, Jackson Heights, NY 11372, USA",40.7525699,-73.87724
Brokered by Serhant,Condo for sale,9995000,4,4.0,2918.0,1049 Fifth Ave Unit 17B,"New York, NY 10028","1049 Fifth Ave Unit 17BNew York, NY 10028",New York,New York County,New York,Manhattan,1049,"1049 5th Ave #17b, New York, NY 10028, USA",40.7810722,-73.9599463
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,5400000,4,2.0,3800.0,14 Wooster St Apt 4,"New York, NY 10013","14 Wooster St Apt 4New York, NY 10013",New York,New York County,New York,Manhattan,14,"14 Wooster St #4, New York, NY 10013, USA",40.7213533,-74.0032588
Brokered by COMPASS,Co-op for sale,3395000,2,2.0,1525.0,2 Charlton St Unit 1AB,"Manhattan, NY 10014","2 Charlton St Unit 1ABManhattan, NY 10014",New York,New York County,New York,Manhattan,2,"2 Charlton St #1a, New York, NY 10014, USA",40.7268776,-74.0038573
Brokered by New Group Realty Inc,Condo for sale,1050000,4,2.0,2800.0,1025 45th St Apt 1D,"Brooklyn, NY 11219","1025 45th St Apt 1DBrooklyn, NY 11219",New York,Kings County,Brooklyn,Borough Park,1025,"1025 45th St #1d, Brooklyn, NY 11219, USA",40.6408974,-73.9954451
Brokered by E House Realty & Mgt. Inc.,Condo for sale,698000,1,1.0,721.0,18 Eldridge St Apt 2B,"New York, NY 10002","18 Eldridge St Apt 2BNew York, NY 10002",New York,New York County,New York,Manhattan,18,"18 Eldridge St #2b, New York, NY 10002, USA",40.7148425,-73.9934391
Brokered by Winzone Realty Inc,Condo for sale,558000,2,1.0,747.0,22-40 80th St Unit 133F,"East Elmhurst, NY 11370","22-40 80th St Unit 133FEast Elmhurst, NY 11370",New York,Queens County,Queens,Flushing,2240,"2240 80th St #133A, Flushing, NY 11370, USA",40.7677997,-73.8900207
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Condo for sale,1900000,2,2.0,1035.0,220 E 65th St Apt 20B,"New York, NY 10065","220 E 65th St Apt 20BNew York, NY 10065",New York,New York County,New York,Manhattan,220,"220 E 65th St #20b, New York, NY 10065, USA",40.7642638,-73.9626394
Brokered by Corcoran East Side,Condo for sale,2150000,3,3.0,1315.0,389 E 89th St Apt 17G,"New York, NY 10128","389 E 89th St Apt 17GNew York, NY 10128",New York,New York County,New York,Manhattan,389,"389 E 89th St #17g, New York, NY 10128, USA",40.7791164,-73.9482901
Brokered by BROWN HARRIS STEVENS BROOKLYN LLC,Co-op for sale,419000,3,2.3738608579684373,2184.207862,1401 Ocean Ave Apt 8J,"Brooklyn, NY 11230","1401 Ocean Ave Apt 8JBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1401,"1401 Ocean Ave #8j, Brooklyn, NY 11230, USA",40.6278433,-73.9564523
Brokered by CONTINENT REALTY LLC,Co-op for sale,329000,1,1.0,850.0,464 Neptune Ave Apt 22H,"Brooklyn, NY 11224","464 Neptune Ave Apt 22HBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,464,"464 Neptune Ave #22a, Brooklyn, NY 11224, USA",40.5792324,-73.9713245
Brokered by Highline Residential - Highline Residential,Co-op for sale,275000,1,1.0,650.0,2053 Adam C Powell Blvd Unit 1A,"New York, NY 10027","2053 Adam C Powell Blvd Unit 1ANew York, NY 10027",New York,New York County,New York,Manhattan,2053,"2053 Adam Clayton Powell Jr Blvd #1a, New York, NY 10027, USA",40.807254,-73.949107
Brokered by Winzone Realty Inc,Co-op for sale,438000,1,1.0,900.0,142-05 Roosevelt Ave Unit 703,"Flushing, NY 11354","142-05 Roosevelt Ave Unit 703Flushing, NY 11354",New York,Queens County,Queens,Flushing,14205,"14205 Roosevelt Ave Apt 703, Flushing, NY 11354, USA",40.7607942,-73.8258766
Brokered by ANNF - Ann Ferguson LLC,Co-op for sale,2150000,3,2.0,2300.0,52 Riverside Dr Apt 2A,"New York, NY 10024","52 Riverside Dr Apt 2ANew York, NY 10024",New York,New York County,New York,Manhattan,52,"52 Riverside Dr #2a, New York, NY 10024, USA",40.7840425,-73.9833243
Brokered by Henry Watts Real Estate Corporation,House for sale,750000,2,2.0,2184.207862,454 Nostrand Ave Apt 1,"Brooklyn, NY 11216","454 Nostrand Ave Apt 1Brooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,454,"454 Nostrand Ave. #1, Brooklyn, NY 11216, USA",40.6834662,-73.9504976
"Brokered by Naomi Klein, Realtor",Co-op for sale,499000,3,2.0,1266.0,61-20 Grand Central Pkwy Unit A1105,"Forest Hills, NY 11375","61-20 Grand Central Pkwy Unit A1105Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,61-20,"61-20 Grand Central Pkwy #1105, Forest Hills, NY 11375, USA",40.7379227,-73.8470718
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,1399000,1,1.0,2184.207862,100 Riverside Dr Unit 19D,"New York, NY 10024","100 Riverside Dr Unit 19DNew York, NY 10024",New York,New York County,New York,Manhattan,100,"100 Riverside Dr #19a, New York, NY 10024, USA",40.7869306,-73.980845
Brokered by Winzone Realty Inc,Co-op for sale,460000,1,1.0,950.0,7423 Ridge Blvd Apt 1D,"Brooklyn, NY 11209","7423 Ridge Blvd Apt 1DBrooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,7423,"7423 Ridge Blvd #1d, Brooklyn, NY 11209, USA",40.6323374,-74.0301041
Brokered by COMPASS,Condo for sale,1649000,3,2.0,2184.207862,401 E 89th St Apt 10K,"Manhattan, NY 10128","401 E 89th St Apt 10KManhattan, NY 10128",New York,New York County,New York,Manhattan,401,"401 E 89th St APT 10L, New York, NY 10128, USA",40.7787875,-73.9473234
Brokered by COMPASS,Condo for sale,845000,1,1.0,692.0,510 E 80th St Apt 12D,"Manhattan, NY 10075","510 E 80th St Apt 12DManhattan, NY 10075",New York,New York County,New York,Manhattan,510,"510 E 80th St Apartment 12e, New York, NY 10075, USA",40.771604,-73.949419
Brokered by Brown Harris Stevens,Co-op for sale,160000,1,1.0,2184.207862,5601 Riverdale Ave Apt 3S,"Bronx, NY 10471","5601 Riverdale Ave Apt 3SBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5601,"5601 Riverdale Ave #3s, Bronx, NY 10471, USA",40.9048823,-73.9051113
Brokered by Douglas Elliman - 936 Broadway,Condo for sale,995000,1,1.0,2184.207862,382 Central Park W Apt 18L,"New York, NY 10025","382 Central Park W Apt 18LNew York, NY 10025",New York,New York County,New York,Manhattan,382,"382 Central Park W #18j, New York, NY 10025, USA",40.7935585,-73.9656011
Brokered by Brown Harris Stevens,Co-op for sale,565000,4,1.0,1024.0,54 E 129th St Apt 6B,"Manhattan, NY 10035","54 E 129th St Apt 6BManhattan, NY 10035",New York,New York County,New York,Manhattan,54,"54 E 129th St #6b, New York, NY 10035, USA",40.807789,-73.938228
NoBroker,Co-op for sale,248000,1,1.0,800.0,142-20 26 Ave Unit 2A,"Flushing, NY 11354","142-20 26 Ave Unit 2AFlushing, NY 11354",New York,Queens County,Queens,Flushing,14220,"14220 26th Ave #2a, Flushing, NY 11354, USA",40.7741978,-73.8256676
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,4995000,3,4.0,3750.0,213 W 23rd St Apt 5N,"New York, NY 10011","213 W 23rd St Apt 5NNew York, NY 10011",New York,New York County,New York,Manhattan,213,"213 W 23rd St #5n, New York, NY 10011, USA",40.7445521,-73.9963339
Brokered by East Coast Realty Partners,Co-op for sale,330000,2,1.0,2184.207862,66-15 Wetherole St Unit A6,"Rego Park, NY 11374","66-15 Wetherole St Unit A6Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,6615,"6615 Wetherole St Apt A6, Rego Park, NY 11374, USA",40.7256799,-73.85726
Brokered by Highline Residential - Highline Residential,Condo for sale,3200000,3,3.0,1820.0,675 Sackett St Apt 105,"Brooklyn, NY 11217","675 Sackett St Apt 105Brooklyn, NY 11217",New York,Kings County,Brooklyn,Park Slope,675,"675 Sackett St APT 105, Brooklyn, NY 11217, USA",40.6779373,-73.981685
Brokered by Corcoran Park Avenue South,Condo for sale,1599000,2,2.0,1400.0,1600 Broadway Apt 16G,"New York, NY 10019","1600 Broadway Apt 16GNew York, NY 10019",New York,New York County,New York,Manhattan,1600,"1600 Broadway #16g, New York, NY 10019, USA",40.7601775,-73.9843631
"Brokered by Robert DeFalco Realty, Inc.",Condo for sale,249999,1,1.0,596.0,215 Hart Blvd Apt 3J,"Staten Island, NY 10301","215 Hart Blvd Apt 3JStaten Island, NY 10301",New York,Richmond County,Staten Island,West Brighton,215,"215 Hart Blvd #3j, Staten Island, NY 10301, USA",40.6299335,-74.0999243
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,219000,1,1.0,780.0,86-10 109th St Unit CC1,"Richmond Hill, NY 11418","86-10 109th St Unit CC1Richmond Hill, NY 11418",New York,Queens County,Queens,Richmond Hill,8610,"8610 109th St Apt C1, Richmond Hill, NY 11418, USA",40.6981799,-73.83976
Brokered by COMPASS,Co-op for sale,499000,3,1.0,2184.207862,284 5th Ave Unit 7B,"Manhattan, NY 10001","284 5th Ave Unit 7BManhattan, NY 10001",New York,New York County,New York,Manhattan,284,"284 5th Ave # 7a, New York, NY 10001, USA",40.7460725,-73.9865041
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,449000,1,2.0,1130.0,26910 Grand Central Pkwy Apt 9S,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 9SFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,269-10,"269-10 Grand Central Pkwy #9N, Queens, NY 11005, USA",40.7578216,-73.7159784
Brokered by Coldwell Banker Reliable Real Estate,Condo for sale,879000,2,2.0,1278.0,435 E 117th St Apt 3,"New York, NY 10035","435 E 117th St Apt 3New York, NY 10035",New York,New York County,New York,Manhattan,435,"435 E 117th St APT 3, New York, NY 10035, USA",40.7962956,-73.9334096
Brokered by Corcoran Westside Columbus,Co-op for sale,650000,1,1.0,800.0,500 E 83rd St Apt 18A,"New York, NY 10028","500 E 83rd St Apt 18ANew York, NY 10028",New York,New York County,New York,Manhattan,500,"500 E 83rd St #18a, New York, NY 10028, USA",40.7735711,-73.9481587
Brokered by Corcoran Brooklyn Heights,Condo for sale,750000,2,2.0,732.0,109 Troutman St # 3B,"Brooklyn, NY 11206","109 Troutman St # 3BBrooklyn, NY 11206",New York,Kings County,Brooklyn,Bushwick,109,"109 Troutman St #3b, Brooklyn, NY 11206, USA",40.6996109,-73.9302507
Brokered by COMPASS,Condo for sale,780000,2,2.0,847.0,158-16 79th Ave Unit 205N,"Queens, NY 11366","158-16 79th Ave Unit 205NQueens, NY 11366",New York,Queens County,Queens,Flushing,158-16,"158-16 79th Ave #205, Flushing, NY 11366, USA",40.7209348,-73.808761
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,388000,2,2.0,2184.207862,33-26 92 St Unit 3L,"Jackson Heights, NY 11372","33-26 92 St Unit 3LJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-26,"33-26 92nd St #3c, Queens, NY 11372, USA",40.7555541,-73.8760424
Brokered by Exp Realty,Co-op for sale,224995,3,1.0,550.0,67-71 Yellowstone Blvd Unit 3P,"Forest Hills, NY 11375","67-71 Yellowstone Blvd Unit 3PForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,67-71,"67-71 Yellowstone Blvd #3a, Forest Hills, NY 11375, USA",40.7266666,-73.8482928
Brokered by EXIT REALTY TOP PROPERTIES,Co-op for sale,239000,1,1.0,670.0,2035 E 7th St Apt 3B,"Brooklyn, NY 11223","2035 E 7th St Apt 3BBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,2035,"2035 E 7th St #3b, Brooklyn, NY 11223, USA",40.6010459,-73.9643613
Brokered by eXp Realty BKNY,Co-op for sale,529000,2,2.0,1200.0,2815 Ocean Pkwy Apt 4I,"Brooklyn, NY 11235","2815 Ocean Pkwy Apt 4IBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,2815,"2815 Ocean Pkwy #4i, Brooklyn, NY 11235, USA",40.5811062,-73.966749
"Brokered by BEN BAY REALTY, CO.",Condo for sale,995000,4,2.0,1782.0,956 79th St Unit 3B,"Brooklyn, NY 11228","956 79th St Unit 3BBrooklyn, NY 11228",New York,Kings County,Brooklyn,Dyker Heights,956,"956 79th St #3b, Brooklyn, NY 11228, USA",40.6226046,-74.0176964
Brokered by Serhant,Condo for sale,875000,3,1.0,294.0,11 E 68th St Unit 7J,"New York, NY 10065","11 E 68th St Unit 7JNew York, NY 10065",New York,New York County,New York,Manhattan,11,"11 E 68th St #7j, New York, NY 10065, USA",40.7694824,-73.9676328
Brokered by East Coast REALTORS Inc,Co-op for sale,265000,1,1.0,2184.207862,18-55 Corporal Kennedy St Unit 6J,"Bayside, NY 11360","18-55 Corporal Kennedy St Unit 6JBayside, NY 11360",New York,Queens County,Queens,Bayside,18-55,"18-55 Corporal Kennedy St #6k, Bayside, NY 11360, USA",40.7800225,-73.7830402
Brokered by Fillmore Real Estate,Condo for sale,820000,1,2.0,788.0,35 McDonald Ave Apt 3F,"Brooklyn, NY 11218","35 McDonald Ave Apt 3FBrooklyn, NY 11218",New York,Kings County,Brooklyn,Windsor Terrace,35,"35 McDonald Ave #3f, Brooklyn, NY 11218, USA",40.6541679,-73.9812592
Brokered by Jamie & Connie Real Estate Grp,Co-op for sale,210000,1,1.0,2184.207862,66-04 Grand Central Pkwy Unit 1C,"Forest Hills, NY 11375","66-04 Grand Central Pkwy Unit 1CForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6604,"6604 Grand Central Pkwy #1c, Forest Hills, NY 11375, USA",40.7315312,-73.8437204
Brokered by COMPASS,Co-op for sale,2350000,2,2.0,2184.207862,2 5th Ave Apt 4C,"Manhattan, NY 10011","2 5th Ave Apt 4CManhattan, NY 10011",New York,New York County,New York,Manhattan,2,"2 5th Ave #4c, New York, NY 10011, USA",40.7324629,-73.9972883
Brokered by Douglas Elliman - 690 Washington,Co-op for sale,6995000,4,4.0,2184.207862,1010 Fifth Ave Unit 11BW,"New York, NY 10028","1010 Fifth Ave Unit 11BWNew York, NY 10028",New York,New York County,New York,Manhattan,1010,"1010 5th Ave #11b, New York, NY 10028, USA",40.7789146,-73.9619806
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,388000,2,2.0,2184.207862,33-26 92 St Unit 3L,"Jackson Heights, NY 11372","33-26 92 St Unit 3LJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-26,"33-26 92nd St #3c, Queens, NY 11372, USA",40.7555541,-73.8760424
Brokered by VYLLA HOME,Condo for sale,1475000,2,3.0,1397.0,347 W 57th St Apt 29C,"New York, NY 10019","347 W 57th St Apt 29CNew York, NY 10019",New York,New York County,New York,Manhattan,347,"347 W 57th St #29c, New York, NY 10019, USA",40.7681878,-73.9845086
Brokered by COMPASS,Condo for sale,1225000,2,2.0,1050.0,159 W 53rd St Apt 36B,"Manhattan, NY 10019","159 W 53rd St Apt 36BManhattan, NY 10019",New York,New York County,New York,Manhattan,159,"159 W 53rd St #36b, New York, NY 10019, USA",40.7629277,-73.9813818
"Brokered by CORE Group Marketing, LLC",Condo for sale,2999999,2,2.0,1770.0,45 E 80th St Apt 11B,"New York, NY 10075","45 E 80th St Apt 11BNew York, NY 10075",New York,New York County,New York,Manhattan,45,"45 E 80th St #11b, New York, NY 10075, USA",40.7770031,-73.9611884
Brokered by RE/MAX Team,Co-op for sale,292950,1,1.0,675.0,35-11 85th St Unit 6B,"Jackson Heights, NY 11372","35-11 85th St Unit 6BJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,35-11,"35-11 85th St #6b, Jackson Heights, NY 11372, USA",40.7513557,-73.8814631
Brokered by Brown Harris Stevens,Condo for sale,1540000,3,3.0,1357.0,575 4th Ave Apt 4C,"Brooklyn, NY 11215","575 4th Ave Apt 4CBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,575,"575 4th Ave #4c, Brooklyn, NY 11215, USA",40.6655513,-73.9922171
